First_Name,EMail,Age,Gender,Location_Preferences,Latitude,Longitude,Country,City,Languages_Preferred,Last_Seen,Response_Time
Mikołaj,mikołaj.dumanlı@t-online.de,24,Female,Local or Remote,52.504619878973855,13.292854054020744,Germany,Berlin,"['Japanese', 'English', 'Turkish', 'Spanish', 'Polish']",Within a Week,Within 24 hours
Suzanne,suzanne.tapia@outlook.com,25,Male,Local or Remote,52.61641807127975,13.27122520940668,Germany,Berlin,['Italian'],Within a Week,Within a week
Yasmin,yasmin.rädel@zoho.com,28,Diverse,Local or Remote,52.4227281768726,13.63448902871147,Germany,Berlin,['Polish'],Recently,More than a month
Hans-Albert,hans-albert.carvalho@protonmail.com,27,Female,Local or Remote,52.45150694359055,13.667533576407331,Germany,Berlin,"['Polish', 'English']",Within a Week,Within a week
Lynne,lynne.leach@outlook.com,25,Prefer not to say,Local or Remote,52.612745080077815,13.380727282157398,Germany,Berlin,"['Arabic', 'Punjabi']",Within a Week,Within a week
Birte,birte.lefèvre@t-online.de,25,Female,Remote Only,52.51943080836003,13.242783184327337,Germany,Berlin,['Spanish'],Within a Week,Within 24 hours
Tina,tina.vaquero@outlook.com,26,Female,Remote Only,52.49139566471697,13.348140845742261,Germany,Berlin,"['English', 'Spanish', 'Romanian', 'Hindi']",Within a Week,Within a week
Lupe,lupe.wejman@yahoo.com,28,Prefer not to say,Local or Remote,52.38861159440653,13.251154434280622,Germany,Berlin,['Russian'],Within a Week,Within a week
Ewa,ewa.sauer@aol.com,27,Female,Local or Remote,52.6368773560176,13.577151385592254,Germany,Berlin,"['French', 'Italian', 'Bengali', 'Turkish']",Within a Week,Within a week
Adèle,adèle.szczerek@1und1.de,25,Female,Local Only,52.51629034421347,13.22995739976886,Germany,Berlin,"['Punjabi', 'Turkish']",Within a Week,More than a month
Graziella,graziella.solís@yahoo.com,29,Female,Local or Remote,52.49657329786704,13.476272552556981,Germany,Berlin,"['Portuguese', 'English', 'German', 'Bengali', 'Russian']",Within a Week,More than a month
Claudio,claudio.amorim@protonmail.com,26,Female,Local Only,52.63789905487547,13.302041882884726,Germany,Berlin,"['Romanian', 'English', 'French', 'Portuguese']",Within a Month,Within 24 hours
Craig,craig.i̇hsanoğlu@aol.com,26,Female,Remote Only,52.66647023096647,13.658082990093861,Germany,Berlin,['Arabic'],Within a Week,Within a month
Anika,anika.brown@freenet.de,28,Male,Remote Only,52.56891744877645,13.481645747451367,Germany,Berlin,"['Spanish', 'Turkish', 'Japanese']",Within a Week,Within a week
Büşranur,büşranur.demirel@icloud.com,28,Diverse,Local or Remote,52.6707194461183,13.45292098782645,Germany,Berlin,['Spanish'],Yesterday,Within a week
Kalina,kalina.rivière@yahoo.com,26,Diverse,Remote Only,52.34890848138023,13.522537812481657,Germany,Berlin,"['English', 'Bengali', 'Punjabi']",Recently,More than a month
Anaïs,anaïs.alcolea@1und1.de,26,Male,Local or Remote,52.61431822403914,13.507367422807869,Germany,Berlin,"['Russian', 'Hindi', 'Romanian', 'Arabic', 'English']",Yesterday,Within 24 hours
Kacper,kacper.şensoy@t-online.de,26,Female,Local or Remote,52.54978042105438,13.731908315662201,Germany,Berlin,"['Spanish', 'Turkish', 'Ukrainian', 'Japanese', 'Mandarin Chinese']",Within a Week,Within a week
Jenna,jenna.lemaître@gmx.de,27,Male,Local or Remote,52.358321682500886,13.512577267756601,Germany,Berlin,['Mandarin Chinese'],Within a Month,Within a month
Margit,margit.davids@outlook.com,29,Male,Local Only,52.417523839383456,13.326597190751258,Germany,Berlin,"['Italian', 'Romanian']",Within a Month,More than a month
Joel,joel.borja@arcor.de,26,Male,Remote Only,52.37564797829782,13.635154682466192,Germany,Berlin,"['French', 'Ukrainian', 'Turkish', 'Russian']",Within a Week,Within a week
Alessandro,alessandro.żywica@web.de,24,Female,Remote Only,52.41062544215043,13.284427080673982,Germany,Berlin,"['Turkish', 'Arabic', 'Polish', 'Japanese', 'Italian']",Today,Within 24 hours
Marta,marta.osuna@protonmail.com,30,Male,Remote Only,52.41772413174372,13.630568435253327,Germany,Berlin,"['Punjabi', 'Polish', 'German', 'Japanese', 'Italian']",Within a Week,Within a week
Lodovico,lodovico.fieramosca@1und1.de,25,Female,Local or Remote,52.47288272381227,13.48899959587159,Germany,Berlin,"['Spanish', 'Italian', 'Hindi', 'Mandarin Chinese']",Today,Within a week
Bahittin,bahittin.albert@hotmail.com,27,Female,Local or Remote,52.63821354128561,13.247033733697117,Germany,Berlin,"['Hindi', 'Mandarin Chinese', 'Punjabi']",Within a Week,Within a week
Gilles,gilles.krause@web.de,26,Male,Local or Remote,52.35427540675522,13.666742967907705,Germany,Berlin,"['Arabic', 'Punjabi', 'Spanish', 'Italian']",Within a Week,Within a week
Alison,alison.akdeniz@icloud.com,26,Prefer not to say,Remote Only,52.38984576436305,13.710577429140852,Germany,Berlin,"['English', 'Hindi', 'Italian', 'Punjabi', 'Russian']",Within a Week,Within a week
Nicola,nicola.ortese@1und1.de,27,Female,Local Only,52.60998790446921,13.327003221827393,Germany,Berlin,"['Romanian', 'Hindi', 'German', 'Japanese', 'Polish']",Within a Week,Within 24 hours
Kalina,kalina.carneiro@zoho.com,28,Diverse,Local or Remote,52.348715023289834,13.094667277510426,Germany,Berlin,"['Turkish', 'Portuguese']",Within a Week,Within a week
Luigi,luigi.skiepko@aol.com,24,Diverse,Local or Remote,52.58281265606771,13.48834480452914,Germany,Berlin,"['Bengali', 'Polish', 'Portuguese', 'Romanian']",Within a Week,More than a month
Kenneth,kenneth.manrique@icloud.com,25,Male,Remote Only,52.54984311686813,13.154587385885142,Germany,Berlin,"['English', 'Mandarin Chinese']",Recently,Within 24 hours
Gertrud,gertrud.eraslan@1und1.de,25,Female,Remote Only,52.45648664188672,13.60981520112919,Germany,Berlin,['Spanish'],Within a Month,Within a month
Helena,helena.francisco@hotmail.com,24,Male,Remote Only,52.56435299274782,13.590789265642819,Germany,Berlin,"['Portuguese', 'Ukrainian', 'Turkish', 'Mandarin Chinese']",Within a Week,Within 24 hours
Haliye,haliye.fuławka@icloud.com,24,Male,Local or Remote,52.353299002449205,13.159432980111326,Germany,Berlin,"['Bengali', 'Russian', 'Mandarin Chinese', 'English']",Within a Week,More than a month
Zoé,zoé.finetti@arcor.de,26,Male,Local Only,52.65555891197555,13.108624082116538,Germany,Berlin,"['French', 'German', 'Spanish', 'Russian']",Within a Month,Within a week
Jane,jane.bzdęga@hotmail.com,24,Female,Local or Remote,52.4163390420169,13.297676256138047,Germany,Berlin,"['Hindi', 'French']",Yesterday,More than a month
Isabel,isabel.piestrzeniewicz@icloud.com,28,Male,Local or Remote,52.67055025866331,13.52511960421742,Germany,Berlin,"['Spanish', 'Portuguese']",Within a Week,Within a month
Roldán,roldán.lombard@web.de,27,Female,Local or Remote,52.37110065970161,13.608257243665122,Germany,Berlin,['Bengali'],Within a Week,Within a week
Piero,piero.carocci@web.de,27,Female,Remote Only,52.52655290197815,13.514683085120963,Germany,Berlin,"['Mandarin Chinese', 'Portuguese', 'Arabic']",Within a Week,Within a month
Constança,constança.demirel@web.de,25,Prefer not to say,Local or Remote,52.56988839891238,13.233267110264118,Germany,Berlin,"['Ukrainian', 'Italian', 'Hindi', 'Spanish', 'French']",Within a Week,Within 24 hours
Manu,manu.le roux@aol.com,28,Female,Local or Remote,52.40849065613356,13.565937900331386,Germany,Berlin,"['Hindi', 'Turkish']",Within a Month,Within a week
Patryk,patryk.gozzano@mail.com,23,Male,Local or Remote,52.594373554651426,13.708790333342462,Germany,Berlin,['Arabic'],Over a Month Ago,More than a month
Mucahit,mucahit.cadorna@protonmail.com,26,Female,Remote Only,52.6602144901797,13.47827973773975,Germany,Berlin,"['French', 'Hindi']",Over a Month Ago,Within 24 hours
Alexandre,alexandre.gilbert@hotmail.com,24,Male,Local or Remote,52.3815951987956,13.717673747556525,Germany,Berlin,"['Turkish', 'Bengali', 'Arabic', 'German', 'Italian']",Within a Month,Within a week
Çevregül,çevregül.nunes@1und1.de,25,Male,Local or Remote,52.54996302654166,13.463500971170086,Germany,Berlin,"['Russian', 'Japanese', 'Mandarin Chinese']",Within a Week,Within 24 hours
Marco,marco.navone@gmail.com,25,Male,Local or Remote,52.544290310247646,13.558429333256633,Germany,Berlin,"['Hindi', 'Romanian', 'German', 'Portuguese']",Within a Month,Within 24 hours
Rita,rita.garmendia@hotmail.com,28,Male,Local or Remote,52.369809854231036,13.745760254242462,Germany,Berlin,['German'],Within a Week,Within a week
Beatrice,beatrice.wells@protonmail.com,27,Male,Remote Only,52.52491887364354,13.684758029154032,Germany,Berlin,"['Italian', 'Spanish', 'French', 'Polish']",Within a Week,Within a week
Capucine,capucine.korgul@gmx.de,25,Male,Local or Remote,52.457223309981835,13.370185600758514,Germany,Berlin,"['Romanian', 'Turkish', 'Polish']",Within a Week,Within a week
Ricardo,ricardo.thomas@web.de,25,Female,Remote Only,52.459042802087225,13.46659723439852,Germany,Berlin,"['Punjabi', 'Bengali', 'Romanian']",Within a Week,Within a month
Benedita,benedita.figueiredo@1und1.de,31,Male,Remote Only,52.510475637252476,13.406788884974905,Germany,Berlin,"['English', 'Romanian', 'Mandarin Chinese', 'Italian']",Today,Within a week
Luísa,luísa.tormo@gmail.com,26,Female,Remote Only,52.497900804108944,13.102531384938521,Germany,Berlin,"['Romanian', 'Polish', 'Arabic', 'Italian', 'German']",Within a Week,Within a week
Jacopo,jacopo.schofield@unitybox.de,27,Female,Local or Remote,52.37556924651064,13.212847085805084,Germany,Berlin,"['Spanish', 'Turkish']",Within a Week,Within 24 hours
Yalın,yalın.bolander@gmail.com,23,Female,Local or Remote,52.40057467114116,13.291661370550429,Germany,Berlin,['Italian'],Within a Month,Within a month
Dino,dino.barry@arcor.de,25,Male,Local or Remote,52.641040184395116,13.514659315953386,Germany,Berlin,"['Ukrainian', 'Portuguese', 'Hindi', 'Mandarin Chinese', 'French']",Recently,Within a month
Yolal,yolal.hodgson@mail.com,28,Prefer not to say,Remote Only,52.5992914864951,13.269374314323517,Germany,Berlin,['Italian'],Within a Week,Within a week
Éric,éric.zirme@unitybox.de,24,Female,Local or Remote,52.5706755916682,13.649796888194073,Germany,Berlin,"['Bengali', 'Ukrainian', 'Turkish', 'Polish', 'English']",Within a Week,Within a week
Akbaş,akbaş.perrier@1und1.de,28,Prefer not to say,Local or Remote,52.450852240125215,13.281191159260416,Germany,Berlin,"['Romanian', 'Portuguese', 'Japanese', 'Spanish', 'Punjabi']",Within a Week,Within a week
Jennifer,jennifer.baum@web.de,28,Male,Local Only,52.63899060538415,13.312217642882125,Germany,Berlin,"['Japanese', 'Romanian']",Over a Month Ago,More than a month
Fabia,fabia.oleksak@hotmail.com,26,Male,Remote Only,52.568029785487724,13.296888405537882,Germany,Berlin,"['Mandarin Chinese', 'Hindi', 'Polish']",Within a Month,Within a month
Alejo,alejo.bilgin@yahoo.com,23,Male,Local or Remote,52.425070193350784,13.561831651112218,Germany,Berlin,"['German', 'Ukrainian']",Within a Week,Within 24 hours
Aimé,aimé.ros@gmx.de,23,Male,Remote Only,52.562156138488916,13.262238267752243,Germany,Berlin,"['Romanian', 'English', 'Mandarin Chinese']",Today,Within a month
Olivier,olivier.bas@gmx.de,26,Male,Remote Only,52.38944081645676,13.493190577277218,Germany,Berlin,"['Romanian', 'Italian']",Within a Week,Within a month
Armando,armando.dijoux@unitybox.de,21,Male,Local or Remote,52.56636258370134,13.420865117372813,Germany,Berlin,"['Polish', 'Spanish', 'English']",Today,More than a month
Plinio,plinio.albero@outlook.com,25,Male,Local or Remote,52.61815466705212,13.397685256516269,Germany,Berlin,"['Spanish', 'English']",Within a Week,Within a week
Tomé,tomé.miranda@web.de,26,Prefer not to say,Local or Remote,52.373390723729614,13.23568033461379,Germany,Berlin,"['Romanian', 'Russian', 'Arabic', 'French']",Within a Week,Within a month
Umberto,umberto.simpson@web.de,24,Diverse,Local or Remote,52.58569362326472,13.178214338991344,Germany,Berlin,['Spanish'],Within a Week,Within a week
Okgüçlü,okgüçlü.cardoso@arcor.de,31,Diverse,Local or Remote,52.54927201652955,13.109604383439086,Germany,Berlin,['Polish'],Today,Within a week
Ernesto,ernesto.escrivá@icloud.com,26,Male,Local or Remote,52.653397561795636,13.637813309261002,Germany,Berlin,"['Mandarin Chinese', 'Hindi', 'English']",Within a Week,Within 24 hours
Ana Sofía,ana sofía.kukieła@aol.com,26,Female,Local Only,52.34683776907505,13.34440781482203,Germany,Berlin,"['Arabic', 'Bengali', 'Portuguese', 'Spanish', 'Hindi']",Within a Week,Within 24 hours
Clarisa,clarisa.jones@zoho.com,25,Male,Local or Remote,52.52483428590948,13.539142228516498,Germany,Berlin,"['English', 'Bengali', 'German', 'Japanese']",Within a Week,Within a week
Tobiasz,tobiasz.riehl@outlook.com,22,Diverse,Remote Only,52.35376380190287,13.164446834268661,Germany,Berlin,"['French', 'English']",Within a Week,Within a month
Larissa,larissa.hornig@unitybox.de,24,Female,Local or Remote,52.45251509356828,13.31796753435541,Germany,Berlin,['Portuguese'],Within a Week,Within a week
Stavros,stavros.barracco@gmail.com,24,Female,Local or Remote,52.48375419137456,13.40933330644329,Germany,Berlin,"['Punjabi', 'Japanese', 'Polish']",Within a Week,Within a week
Beatrix,beatrix.vogt@aol.com,30,Female,Local or Remote,52.55963288937478,13.528377023816445,Germany,Berlin,['Romanian'],Over a Month Ago,Within a week
Aleks,aleks.bosurgi@icloud.com,29,Male,Local or Remote,52.39767607260489,13.616625676834314,Germany,Berlin,"['Romanian', 'English', 'Turkish', 'Ukrainian', 'Bengali']",Within a Week,Within a week
Elizabeth,elizabeth.lopes@yahoo.com,24,Male,Remote Only,52.647734592858384,13.171423673108935,Germany,Berlin,['Spanish'],Over a Month Ago,Within a month
Ewelina,ewelina.watson@arcor.de,26,Female,Local or Remote,52.659423315662025,13.467260839974434,Germany,Berlin,"['Portuguese', 'Ukrainian', 'Mandarin Chinese']",Within a Week,More than a month
Ignacy,ignacy.coca@mail.com,26,Female,Local or Remote,52.41640352400877,13.184356677896726,Germany,Berlin,['Ukrainian'],Today,Within a month
Kamil,kamil.zacco@protonmail.com,25,Male,Local or Remote,52.469113982042686,13.31827007931479,Germany,Berlin,"['Russian', 'Punjabi', 'Romanian', 'Arabic']",Within a Week,Within a month
Alex,alex.kostorz@gmail.com,27,Male,Remote Only,52.59246174690045,13.567739147734336,Germany,Berlin,"['Portuguese', 'Hindi', 'English', 'Mandarin Chinese']",Recently,Within a week
Anita,anita.bruno@freenet.de,28,Male,Remote Only,52.44789764467394,13.130671230290124,Germany,Berlin,"['Russian', 'Polish', 'Hindi', 'Mandarin Chinese', 'Portuguese']",Within a Week,Within a week
Susanne,susanne.sidorczuk@icloud.com,22,Female,Remote Only,52.61480277214433,13.157261549524339,Germany,Berlin,['Turkish'],Within a Week,Within a week
Alejandra,alejandra.amo@mail.com,26,Female,Remote Only,52.40920552550585,13.466976931896902,Germany,Berlin,"['Arabic', 'Russian']",Within a Week,Within a week
Tracey,tracey.striebitz@zoho.com,27,Prefer not to say,Local or Remote,52.53612570462174,13.45264775071157,Germany,Berlin,"['English', 'Mandarin Chinese', 'Italian', 'Hindi']",Yesterday,Within a week
Eliseo,eliseo.brygoła@freenet.de,26,Male,Remote Only,52.5560678019747,13.360817111025419,Germany,Berlin,"['Polish', 'Portuguese', 'Arabic', 'Ukrainian', 'Spanish']",Within a Week,Within a week
Ellie,ellie.hayrioğlu@gmail.com,24,Female,Remote Only,52.41826691027152,13.636360174207567,Germany,Berlin,['Spanish'],Within a Week,Within a month
Orlando,orlando.finzi@gmx.de,26,Male,Local or Remote,52.43579244775292,13.612282764717673,Germany,Berlin,"['Mandarin Chinese', 'Polish', 'Romanian']",Within a Week,Within a week
Salomé,salomé.benavent@hotmail.com,26,Male,Local or Remote,52.593320490631086,13.380209102538464,Germany,Berlin,"['Spanish', 'Punjabi', 'Mandarin Chinese', 'Italian', 'Portuguese']",Within a Week,Within a week
Klara,klara.pozzecco@outlook.com,30,Female,Local or Remote,52.481396141903815,13.53845729349364,Germany,Berlin,"['Polish', 'Turkish']",Within a Week,Within a week
Odette,odette.smith@unitybox.de,28,Male,Remote Only,52.361575707884086,13.665728950156028,Germany,Berlin,"['German', 'Ukrainian', 'French', 'Spanish']",Yesterday,Within 24 hours
Alix,alix.gągała@freenet.de,26,Prefer not to say,Remote Only,52.658930843607465,13.240698012358516,Germany,Berlin,"['Turkish', 'Italian']",Yesterday,Within 24 hours
Jacqueline,jacqueline.tamburini@zoho.com,23,Male,Local Only,52.63061152992558,13.333808846494204,Germany,Berlin,"['Polish', 'Turkish']",Within a Week,Within a week
Francisca,francisca.vicente@gmail.com,29,Female,Local or Remote,52.495827674428725,13.622193972852708,Germany,Berlin,"['Hindi', 'Spanish', 'Mandarin Chinese', 'Bengali', 'Ukrainian']",Within a Month,Within a week
Camillo,camillo.mülichen@aol.com,28,Male,Local or Remote,52.561857961073116,13.099887294796302,Germany,Berlin,"['Ukrainian', 'Portuguese']",Within a Week,Within a month
Mohammad,mohammad.robson@outlook.com,23,Male,Local or Remote,52.46658670744875,13.24242814205623,Germany,Berlin,"['French', 'Punjabi', 'Portuguese', 'Italian', 'Arabic']",Within a Month,Within a week
Apolonia,apolonia.lacroix@zoho.com,26,Female,Local or Remote,52.376436639644254,13.206966187471147,Germany,Berlin,"['Mandarin Chinese', 'English', 'Ukrainian', 'Japanese', 'Bengali']",Within a Week,Within a month
Christine,christine.sá@protonmail.com,23,Female,Remote Only,52.52792178857131,13.132886276171563,Germany,Berlin,"['Arabic', 'Punjabi', 'Mandarin Chinese', 'English']",Within a Week,Within a month
Melissa,melissa.samele@outlook.com,25,Female,Local or Remote,52.56946453760083,13.366392003008443,Germany,Berlin,"['English', 'Punjabi', 'Romanian']",Yesterday,Within a month
Daniela,daniela.delmas@unitybox.de,28,Male,Remote Only,52.413528719398194,13.135774189851812,Germany,Berlin,"['Russian', 'French', 'Arabic', 'Italian']",Recently,Within a week
Hannchen,hannchen.rienzo@gmx.de,26,Prefer not to say,Remote Only,52.66514946552385,13.29138009991887,Germany,Berlin,"['Portuguese', 'Italian', 'Spanish']",Today,Within a month
Océane,océane.sakarya@1und1.de,27,Male,Remote Only,52.49388905746244,13.246164316526588,Germany,Berlin,"['Romanian', 'French']",Within a Week,Within 24 hours
Sigmund,sigmund.odescalchi@yahoo.com,27,Female,Local or Remote,52.533265314265925,13.60060444213388,Germany,Berlin,"['Romanian', 'Arabic', 'Spanish']",Within a Week,Within 24 hours
Aimee,aimee.harvey@gmail.com,26,Male,Local or Remote,52.51461972694545,13.408014258367661,Germany,Berlin,"['Punjabi', 'German', 'Russian', 'Bengali', 'Hindi']",Within a Week,Within a month
Şahnuray,şahnuray.moreno@hotmail.com,24,Male,Remote Only,52.40944447500379,13.360726194958502,Germany,Berlin,['Hindi'],Within a Week,Within a week
Javiera,javiera.smith@outlook.com,28,Prefer not to say,Local or Remote,52.522890977241815,13.100898662280631,Germany,Berlin,"['Japanese', 'Russian']",Within a Week,More than a month
Gianluca,gianluca.bittner@t-online.de,27,Male,Remote Only,52.64890960397392,13.122495518456631,Germany,Berlin,"['Arabic', 'Punjabi', 'Italian']",Within a Week,Within 24 hours
Hedi,hedi.valente@icloud.com,28,Female,Local or Remote,52.54213457620324,13.724615021944265,Germany,Berlin,"['Mandarin Chinese', 'Arabic']",Within a Week,Within a month
Yıldız,yıldız.kusa@gmx.de,23,Male,Local Only,52.5372155697206,13.354671106811816,Germany,Berlin,['Punjabi'],Within a Week,Within a week
Krystyna,krystyna.fiorucci@freenet.de,29,Female,Remote Only,52.49785144202375,13.444208792526881,Germany,Berlin,['Russian'],Recently,More than a month
Nataniel,nataniel.morais@gmail.com,27,Male,Remote Only,52.56666388282007,13.735289571448883,Germany,Berlin,"['Romanian', 'Spanish']",Within a Week,Within a week
Léon,léon.perry@gmx.de,28,Male,Remote Only,52.441993795961125,13.68185389675444,Germany,Berlin,['English'],Within a Week,Within a week
Ludovica,ludovica.gemito@aol.com,24,Prefer not to say,Remote Only,52.54916668198832,13.146421229872526,Germany,Berlin,"['Ukrainian', 'Italian', 'Russian', 'English', 'Japanese']",Within a Week,Within a week
Terry,terry.davies@arcor.de,26,Female,Local or Remote,52.485736932641764,13.38751465799792,Germany,Berlin,"['Spanish', 'Arabic', 'Romanian', 'Portuguese']",Within a Week,Within a month
Bianca,bianca.coleman@icloud.com,28,Female,Local or Remote,52.61890603118734,13.462015792710753,Germany,Berlin,"['French', 'German', 'Spanish']",Within a Week,Within a week
Letícia,letícia.blin@web.de,22,Male,Local or Remote,52.52360387760612,13.51462090977618,Germany,Berlin,"['Italian', 'Russian', 'Arabic']",Today,Within a week
Dawid,dawid.andrews@aol.com,23,Diverse,Local or Remote,52.56471291381426,13.160052681433747,Germany,Berlin,['Polish'],Within a Week,More than a month
Mayte,mayte.dupré@gmail.com,22,Female,Remote Only,52.63252474558529,13.623239924341876,Germany,Berlin,"['Russian', 'Arabic', 'Bengali', 'Japanese', 'Hindi']",Within a Week,Within a month
Bruno,bruno.barkholz@outlook.com,25,Female,Local or Remote,52.34813057490185,13.455832779143,Germany,Berlin,['Arabic'],Within a Week,Within 24 hours
Dorothée,dorothée.morais@protonmail.com,28,Prefer not to say,Local or Remote,52.357937908863356,13.208921900655609,Germany,Berlin,"['Arabic', 'Spanish']",Within a Week,Within a week
Tutkun,tutkun.fernandes@protonmail.com,30,Female,Remote Only,52.63772295871238,13.399139098375121,Germany,Berlin,"['Arabic', 'Portuguese', 'Italian', 'Japanese', 'Bengali']",Today,Within a month
Alexandra,alexandra.anastasi@gmail.com,25,Female,Remote Only,52.42884872278652,13.50259887994971,Germany,Berlin,['Polish'],Today,Within a month
Sarah,sarah.demirel@arcor.de,27,Female,Local or Remote,52.63777184607451,13.414268617725691,Germany,Berlin,['Russian'],Recently,Within 24 hours
Patrícia,patrícia.bolnbach@yahoo.com,24,Female,Remote Only,52.45074194785455,13.482407256968862,Germany,Berlin,"['Punjabi', 'Italian', 'Polish']",Within a Month,Within a week
Natasha,natasha.douglas@gmail.com,27,Female,Remote Only,52.499567973989535,13.727006233528666,Germany,Berlin,['German'],Within a Week,Within a week
Ferzi,ferzi.mercati@gmx.de,28,Diverse,Remote Only,52.546910341779935,13.744850944190738,Germany,Berlin,"['Bengali', 'Romanian', 'Mandarin Chinese', 'Spanish', 'Polish']",Recently,Within a week
Gertrudis,gertrudis.kolman@web.de,26,Female,Remote Only,52.541638012768885,13.624373061838728,Germany,Berlin,"['Japanese', 'Ukrainian', 'Arabic', 'Bengali']",Within a Month,Within a week
Federica,federica.seguin@aol.com,25,Male,Remote Only,52.34014348077588,13.211127083668103,Germany,Berlin,"['English', 'Turkish']",Within a Month,Within a week
Kıvılcım,kıvılcım.araújo@t-online.de,27,Male,Remote Only,52.36293009807357,13.326941575796713,Germany,Berlin,"['German', 'Italian']",Within a Week,Within a month
Tadeusz,tadeusz.taylor@aol.com,28,Male,Remote Only,52.55078988178969,13.237683873965961,Germany,Berlin,"['French', 'Ukrainian', 'Mandarin Chinese']",Within a Week,Within a week
Ida,ida.słonka@yahoo.com,24,Prefer not to say,Local or Remote,52.65969750352116,13.628952968858304,Germany,Berlin,"['Arabic', 'Bengali', 'English', 'Spanish']",Recently,Within a week
Margherita,margherita.hawkins@outlook.com,23,Female,Local or Remote,52.39784364779777,13.27168819264681,Germany,Berlin,"['Russian', 'Spanish', 'Italian', 'German', 'Japanese']",Within a Month,Within a month
Christophe,christophe.smith@hotmail.com,25,Female,Local or Remote,52.51982660941467,13.639281814270936,Germany,Berlin,['Portuguese'],Within a Week,Within a month
Marion,marion.gül@freenet.de,26,Male,Local or Remote,52.441929714217565,13.736922422583685,Germany,Berlin,"['Ukrainian', 'Mandarin Chinese', 'Arabic', 'Spanish']",Within a Week,Within 24 hours
Andres,andres.webb@gmx.de,22,Male,Local or Remote,52.38393166466712,13.693005950045523,Germany,Berlin,"['Ukrainian', 'Turkish', 'Arabic', 'Punjabi']",Recently,Within 24 hours
Ronaldo,ronaldo.tevetoğlu@mail.com,29,Male,Local or Remote,52.65286837922376,13.45933530872073,Germany,Berlin,"['Spanish', 'English', 'Turkish', 'Bengali']",Over a Month Ago,Within a week
Natasza,natasza.amorim@gmx.de,26,Male,Local or Remote,52.587699294197456,13.744696035301478,Germany,Berlin,"['Portuguese', 'German']",Today,Within a week
Conor,conor.szara@1und1.de,27,Male,Remote Only,52.341966525320146,13.314013428495072,Germany,Berlin,"['Hindi', 'Portuguese', 'French', 'Spanish']",Within a Week,Within a month
Eşref,eşref.glenc@t-online.de,28,Prefer not to say,Local or Remote,52.58750802434802,13.2205467026459,Germany,Berlin,"['Mandarin Chinese', 'Arabic', 'Russian']",Today,More than a month
Holger,holger.i̇nönü@hotmail.com,28,Male,Local or Remote,52.507703558466815,13.663195627249614,Germany,Berlin,['Polish'],Within a Week,Within a week
Klothilde,klothilde.barton@mail.com,28,Prefer not to say,Local or Remote,52.39292734983332,13.616518248770252,Germany,Berlin,['Polish'],Within a Month,Within a month
Hubert,hubert.frías@unitybox.de,30,Prefer not to say,Remote Only,52.352492742551824,13.623291181096995,Germany,Berlin,"['Russian', 'Polish', 'French', 'Turkish', 'Japanese']",Within a Week,Within 24 hours
Seblâ,seblâ.vaillant@outlook.com,25,Male,Local Only,52.42375759763857,13.696631935080978,Germany,Berlin,"['Turkish', 'Mandarin Chinese', 'Japanese', 'Arabic', 'Polish']",Within a Week,Within a month
Giustino,giustino.bloch@1und1.de,26,Female,Local or Remote,52.624035438122704,13.301083973317072,Germany,Berlin,"['Arabic', 'Ukrainian', 'Spanish', 'Punjabi', 'Romanian']",Yesterday,More than a month
Catherine,catherine.hernandez@zoho.com,26,Diverse,Local or Remote,52.418363250667866,13.641204813437964,Germany,Berlin,"['Hindi', 'Romanian', 'Japanese']",Recently,Within a month
Apolonia,apolonia.karadeniz@protonmail.com,26,Female,Remote Only,52.56038045879945,13.665144668511296,Germany,Berlin,"['Punjabi', 'Turkish', 'Spanish', 'Mandarin Chinese']",Within a Month,Within a week
David,david.cox@hotmail.com,26,Female,Remote Only,52.5365413522868,13.11008045213699,Germany,Berlin,"['Spanish', 'Turkish', 'Punjabi', 'French']",Within a Week,Within a week
Nelson,nelson.domian@mail.com,26,Female,Remote Only,52.34705554940519,13.560487162639497,Germany,Berlin,"['French', 'Bengali', 'Portuguese', 'Italian']",Today,Within 24 hours
Rojnu,rojnu.amat@yahoo.com,25,Female,Remote Only,52.388462312049214,13.217198267915359,Germany,Berlin,"['Hindi', 'English', 'Italian', 'Romanian', 'Russian']",Yesterday,Within a month
Hernán,hernán.weitzel@hotmail.com,27,Male,Local or Remote,52.41156974679014,13.255552384530159,Germany,Berlin,"['Mandarin Chinese', 'Hindi']",Over a Month Ago,Within a week
Dilcan,dilcan.nogieć@t-online.de,28,Female,Local or Remote,52.397485002992845,13.185730159148,Germany,Berlin,"['Spanish', 'Portuguese', 'German']",Within a Week,Within a week
Coral,coral.blanchard@arcor.de,29,Female,Remote Only,52.340638628348906,13.538484543903946,Germany,Berlin,"['French', 'Punjabi', 'Portuguese', 'Japanese']",Within a Month,Within a month
Nicolas,nicolas.rocha@freenet.de,25,Female,Local Only,52.61689753621125,13.358137423310085,Germany,Berlin,"['Punjabi', 'Portuguese', 'Russian', 'German']",Within a Week,Within a week
Oliwier,oliwier.riquelme@mail.com,29,Female,Local or Remote,52.57851620473039,13.206529354270756,Germany,Berlin,"['Hindi', 'French', 'Russian', 'Italian']",Within a Week,Within a week
Safura,safura.assunção@gmx.de,24,Diverse,Local or Remote,52.53352775872563,13.703691514636562,Germany,Berlin,"['Punjabi', 'Spanish', 'French', 'Polish']",Recently,Within a week
