First_Name,EMail,Age,Gender,Location_Preferences,Coordinate,Country,City,Languages_Preferred,Last_Seen,Response_Time
Amelia,amelia.teixeira@arcor.de,20,Other,Local Only,"(52.56988740376932, 13.45598794383621)",Germany,Berlin,"['Italian', 'Japanese']",Today,Within a week
Célina,célina.klaja@icloud.com,49,Female,Remote Only,"(52.535816410737624, 13.750429407669236)",Germany,Berlin,"['Japanese', 'Punjabi']",Yesterday,Within 24 hours
Lodovico,lodovico.townsend@hotmail.com,49,Other,Local Only,"(52.42625862135818, 13.144515726523043)",Germany,Berlin,['Polish'],Today,Within 24 hours
Michaela,michaela.berger@gmx.de,54,Other,Local Only,"(52.519772820960775, 13.489850527864732)",Germany,Berlin,"['German', 'Russian']",Today,Within 24 hours
Giulio,giulio.melo@mail.com,52,Male,Local or Remote,"(52.57284535257712, 13.230022854826023)",Germany,Berlin,"['Polish', 'Portuguese']",Today,Within a week
Alba,alba.jones@icloud.com,22,Female,Local Only,"(52.50039233925533, 13.495353060152901)",Germany,Berlin,"['Punjabi', 'Bengali', 'Polish']",Today,Within a month
Rocco,rocco.hajda@protonmail.com,35,Female,Local Only,"(52.66785870624404, 13.111396303411313)",Germany,Berlin,"['Bengali', 'Spanish']",Within a Week,Within 24 hours
Brit,brit.brunet@zoho.com,58,Male,Local Only,"(52.57725895870569, 13.386841931324769)",Germany,Berlin,['Mandarin Chinese'],Within a Month,Within 24 hours
Félix,félix.neveu@yahoo.com,37,Male,Local or Remote,"(52.556434870889674, 13.440498449641463)",Germany,Berlin,"['Mandarin Chinese', 'French', 'Turkish', 'Portuguese', 'Romanian']",Over a Month Ago,Within 24 hours
Marika,marika.tejero@freenet.de,59,Male,Local or Remote,"(52.58758446384353, 13.165230732841232)",Germany,Berlin,"['Bengali', 'Polish']",Within a Month,Within a month
Tristan,tristan.renard@web.de,18,Other,Local Only,"(52.602166497587355, 13.4406860690906)",Germany,Berlin,"['Mandarin Chinese', 'Japanese', 'Bengali', 'Hindi']",Within a Week,Within a week
Valeria,valeria.gonçalves@mail.com,27,Female,Local or Remote,"(52.53669031817388, 13.387967201761032)",Germany,Berlin,['Italian'],Yesterday,Within 24 hours
Élodie,élodie.bayona@hotmail.com,23,Other,Local or Remote,"(52.49492189787653, 13.665977850131977)",Germany,Berlin,['Punjabi'],Within a Week,Within a week
Işıkay,işıkay.carneiro@protonmail.com,55,Female,Local Only,"(52.379676385593676, 13.303673709226688)",Germany,Berlin,"['English', 'Punjabi', 'Polish']",Within a Month,Within a week
Gaspar,gaspar.marchlewicz@1und1.de,21,Female,Local Only,"(52.646617977037124, 13.751151064287571)",Germany,Berlin,['Italian'],Within a Month,Within a month
Kajetan,kajetan.terrón@aol.com,42,Female,Local or Remote,"(52.45306752764041, 13.400825694862979)",Germany,Berlin,"['Romanian', 'Bengali', 'German', 'Portuguese', 'Spanish']",Over a Month Ago,Within a week
Uğan,uğan.klimko@t-online.de,37,Female,Local Only,"(52.63278750010834, 13.232086041240148)",Germany,Berlin,"['Spanish', 'Hindi']",Today,Within 24 hours
Patricia,patricia.tarhan@freenet.de,46,Male,Local Only,"(52.4889484476991, 13.349383930952122)",Germany,Berlin,"['Italian', 'Russian', 'Mandarin Chinese', 'Hindi', 'Portuguese']",Today,Within 24 hours
Massimiliano,massimiliano.rosa@hotmail.com,34,Female,Local or Remote,"(52.62982811972384, 13.679613825210097)",Germany,Berlin,"['Spanish', 'Ukrainian', 'German', 'Italian']",Recently,Within a week
Clara,clara.slater@yahoo.com,64,Other,Local or Remote,"(52.56301153270992, 13.249293099944824)",Germany,Berlin,"['Punjabi', 'Spanish', 'Turkish', 'Russian']",Today,Within a week
Arnulfo,arnulfo.pellico@gmail.com,27,Other,Local Only,"(52.599286044384044, 13.677429958304565)",Germany,Berlin,"['Polish', 'Punjabi']",Yesterday,Within a month
Joaquín,joaquín.teixeira@gmail.com,26,Other,Local or Remote,"(52.408400704262746, 13.169283756188522)",Germany,Berlin,"['Romanian', 'Russian', 'Spanish']",Yesterday,Within a month
Flavio,flavio.cardoso@outlook.com,45,Other,Local Only,"(52.607527178758026, 13.28642155605076)",Germany,Berlin,"['Japanese', 'Portuguese', 'Italian', 'Turkish', 'Ukrainian']",Within a Month,Within a week
Gilda,gilda.martin@protonmail.com,39,Female,Remote Only,"(52.40314749178966, 13.283674706423955)",Germany,Berlin,['Mandarin Chinese'],Recently,Within a month
Isa,isa.simpson@yahoo.com,55,Other,Remote Only,"(52.54914675705347, 13.359065531004479)",Germany,Berlin,"['Romanian', 'Punjabi', 'Arabic']",Within a Month,Within a month
Kelly,kelly.hamel@protonmail.com,40,Female,Local Only,"(52.40553107225793, 13.273487409798815)",Germany,Berlin,"['Polish', 'German']",Today,Within 24 hours
Galo,galo.barthelemy@protonmail.com,58,Female,Remote Only,"(52.370052299637734, 13.510665262285265)",Germany,Berlin,"['Turkish', 'Italian', 'Romanian']",Recently,Within a month
Paulina,paulina.payne@gmail.com,27,Female,Local or Remote,"(52.635090791232706, 13.443819004669177)",Germany,Berlin,"['German', 'Polish', 'Mandarin Chinese']",Today,Within 24 hours
Dylan,dylan.hernando@t-online.de,50,Male,Local Only,"(52.519483899309925, 13.492254784873552)",Germany,Berlin,"['Ukrainian', 'Polish', 'Bengali']",Today,Within a week
Olaf,olaf.graf@t-online.de,25,Female,Local Only,"(52.47787196875911, 13.748157476469167)",Germany,Berlin,"['Spanish', 'English', 'Bengali', 'German']",Yesterday,Within 24 hours
Trevor,trevor.mendes@gmail.com,54,Other,Local or Remote,"(52.450452079571214, 13.754119016340518)",Germany,Berlin,"['Romanian', 'Hindi', 'Mandarin Chinese', 'Russian', 'French']",Recently,Within a week
Ewelina,ewelina.nascimento@protonmail.com,41,Female,Local Only,"(52.442758512599056, 13.452702717271986)",Germany,Berlin,"['Romanian', 'Punjabi', 'Russian', 'Spanish', 'English']",Within a Month,Within a week
Nataniel,nataniel.roero@t-online.de,30,Other,Remote Only,"(52.49578481455465, 13.368588788029122)",Germany,Berlin,"['English', 'Spanish']",Within a Month,Within 24 hours
Roberta,roberta.coste@gmx.de,61,Male,Remote Only,"(52.39379151587128, 13.441675802831693)",Germany,Berlin,"['Japanese', 'Spanish', 'Russian']",Within a Month,Within a month
Carlos,carlos.gallet@outlook.com,62,Female,Local or Remote,"(52.381031990770225, 13.737481594296945)",Germany,Berlin,"['Punjabi', 'Ukrainian']",Within a Week,Within a month
Helmut,helmut.fernandez@aol.com,63,Other,Local or Remote,"(52.38913599764899, 13.217954525223991)",Germany,Berlin,"['Italian', 'Russian', 'Punjabi', 'French', 'Ukrainian']",Over a Month Ago,Within a week
Akçabay,akçabay.ledesma@outlook.com,44,Male,Remote Only,"(52.47815885657516, 13.381428362556573)",Germany,Berlin,"['Mandarin Chinese', 'Romanian']",Within a Month,Within a month
Emanuel,emanuel.holzapfel@icloud.com,32,Other,Local Only,"(52.59211023318719, 13.428805757206984)",Germany,Berlin,['Bengali'],Today,Within a month
Piotr,piotr.vogt@t-online.de,24,Female,Remote Only,"(52.44443838003618, 13.716224551886729)",Germany,Berlin,"['Punjabi', 'English', 'Portuguese', 'French', 'Romanian']",Within a Week,Within a month
Anastasia,anastasia.nieborak@arcor.de,60,Female,Local Only,"(52.56616170282515, 13.448992023388959)",Germany,Berlin,"['Italian', 'German', 'Punjabi', 'Spanish', 'Portuguese']",Today,Within a week
Joel,joel.shaw@web.de,44,Other,Remote Only,"(52.533202765928635, 13.715489789363074)",Germany,Berlin,"['Polish', 'English', 'Italian']",Recently,Within a week
Remedios,remedios.domingo@web.de,27,Male,Remote Only,"(52.58840896271207, 13.390191698771442)",Germany,Berlin,"['Arabic', 'Spanish', 'Romanian', 'Italian', 'Japanese']",Recently,Within a month
Stefan,stefan.erdoğan@yahoo.com,26,Male,Remote Only,"(52.37916417958477, 13.39035497025155)",Germany,Berlin,['Russian'],Within a Month,Within 24 hours
Lorenzo,lorenzo.lima@1und1.de,18,Female,Local or Remote,"(52.57774969459326, 13.68306060533651)",Germany,Berlin,"['Punjabi', 'Bengali', 'Japanese', 'French', 'Polish']",Yesterday,Within a month
Bezek,bezek.álvarez@web.de,48,Other,Remote Only,"(52.565449247113634, 13.475796807811678)",Germany,Berlin,['Bengali'],Recently,Within 24 hours
Igor,igor.corradi@outlook.com,31,Other,Local Only,"(52.453375922312865, 13.702551718381837)",Germany,Berlin,"['Hindi', 'Arabic']",Within a Week,Within a week
Carlos,carlos.phillips@t-online.de,47,Female,Remote Only,"(52.468962438119604, 13.697470634338163)",Germany,Berlin,"['Japanese', 'Arabic']",Within a Month,Within a week
Wiktor,wiktor.ortolani@gmx.de,31,Other,Local or Remote,"(52.61243607299106, 13.49352871381363)",Germany,Berlin,"['Arabic', 'Bengali', 'Polish']",Yesterday,Within a week
Capucine,capucine.heuser@web.de,65,Female,Local or Remote,"(52.36383935515432, 13.665855798789716)",Germany,Berlin,"['Bengali', 'Mandarin Chinese', 'Arabic', 'Russian', 'French']",Today,Within a month
Nuriyet,nuriyet.durdu@aol.com,52,Other,Remote Only,"(52.487964856453274, 13.467353414929786)",Germany,Berlin,"['Punjabi', 'Bengali', 'Arabic', 'German']",Over a Month Ago,Within a week
Arsenio,arsenio.baptista@outlook.com,44,Other,Local Only,"(52.512512193957654, 13.09228957566743)",Germany,Berlin,"['Italian', 'French']",Yesterday,Within 24 hours
Vanesa,vanesa.fernandes@gmx.de,23,Other,Local Only,"(52.626983487579324, 13.754369258246983)",Germany,Berlin,"['Hindi', 'Japanese', 'French']",Within a Month,Within 24 hours
Bianka,bianka.berry@mail.com,47,Other,Local or Remote,"(52.36559139448448, 13.301291127135707)",Germany,Berlin,"['Arabic', 'Polish', 'Italian']",Within a Week,Within a week
Suzanne,suzanne.türk@freenet.de,41,Other,Local Only,"(52.47076155154725, 13.594888540148581)",Germany,Berlin,"['Arabic', 'Japanese', 'Bengali']",Over a Month Ago,Within a week
Marek,marek.bien@arcor.de,65,Female,Local or Remote,"(52.442403545366446, 13.1247300464685)",Germany,Berlin,"['Arabic', 'Mandarin Chinese']",Within a Week,Within a week
Aniela,aniela.querini@aol.com,50,Female,Local or Remote,"(52.338511681458606, 13.581606643924392)",Germany,Berlin,"['Spanish', 'Italian', 'Russian']",Over a Month Ago,Within a week
Nathalie,nathalie.luís@protonmail.com,26,Male,Local Only,"(52.402097757685674, 13.741691574893867)",Germany,Berlin,"['Turkish', 'English', 'Punjabi']",Today,Within 24 hours
Daniela,daniela.akçay@arcor.de,38,Male,Local Only,"(52.66080382801847, 13.328935067423808)",Germany,Berlin,"['Romanian', 'Japanese']",Within a Month,Within 24 hours
Jenna,jenna.dumont@zoho.com,42,Female,Remote Only,"(52.52855745601136, 13.19857502799673)",Germany,Berlin,['Italian'],Today,Within 24 hours
Alfredo,alfredo.giraud@unitybox.de,37,Male,Remote Only,"(52.635675751379374, 13.728328173642625)",Germany,Berlin,['German'],Yesterday,Within a week
Igor,igor.pawełko@gmx.de,53,Male,Local Only,"(52.59336164474506, 13.264017932019184)",Germany,Berlin,"['Japanese', 'Ukrainian']",Yesterday,Within a week
Bernadette,bernadette.lima@t-online.de,47,Other,Local or Remote,"(52.67057464478535, 13.471180691342473)",Germany,Berlin,['German'],Over a Month Ago,Within 24 hours
Jeannine,jeannine.kısakürek@freenet.de,44,Male,Local Only,"(52.661662229074565, 13.53039357885138)",Germany,Berlin,['Romanian'],Yesterday,Within 24 hours
Beyhatun,beyhatun.valbuena@mail.com,18,Male,Local Only,"(52.619950263631864, 13.089031291478532)",Germany,Berlin,['Arabic'],Within a Month,Within a week
Miguela,miguela.amor@gmail.com,55,Other,Local or Remote,"(52.411886894926, 13.117351363065342)",Germany,Berlin,['Mandarin Chinese'],Over a Month Ago,Within 24 hours
Emma,emma.morricone@unitybox.de,46,Male,Remote Only,"(52.590886683130655, 13.169903200707598)",Germany,Berlin,['Polish'],Yesterday,Within a month
Luca,luca.carreras@t-online.de,48,Other,Remote Only,"(52.4356945039817, 13.455685454759157)",Germany,Berlin,"['Romanian', 'Italian', 'Ukrainian']",Today,Within a week
Liberto,liberto.jesus@protonmail.com,34,Female,Local Only,"(52.600242623562956, 13.315387540988134)",Germany,Berlin,"['Arabic', 'Turkish']",Recently,Within a week
Stephanie,stephanie.gülen@arcor.de,48,Other,Local Only,"(52.44663111260885, 13.145274131439132)",Germany,Berlin,"['Turkish', 'Arabic', 'Spanish', 'Japanese']",Recently,Within a month
Marek,marek.wright@web.de,50,Male,Local Only,"(52.4134629320545, 13.346972638459915)",Germany,Berlin,['Arabic'],Over a Month Ago,Within a week
Encarna,encarna.guardia@aol.com,23,Female,Remote Only,"(52.45018525745221, 13.137312012663925)",Germany,Berlin,['Japanese'],Within a Month,Within 24 hours
Hans Jörg,hans jörg.romiti@aol.com,51,Male,Local Only,"(52.52397117400192, 13.255972504752751)",Germany,Berlin,"['Ukrainian', 'French']",Recently,Within a week
André,andré.pera@freenet.de,29,Other,Remote Only,"(52.39612644585451, 13.26305003672214)",Germany,Berlin,['Russian'],Today,Within a week
Dinçkol,dinçkol.willis@1und1.de,39,Other,Local or Remote,"(52.55102590112102, 13.43519565741225)",Germany,Berlin,"['Bengali', 'Italian', 'English', 'Mandarin Chinese', 'Hindi']",Within a Month,Within 24 hours
Marga,marga.sontag@hotmail.com,52,Other,Remote Only,"(52.399560736933566, 13.650890833208813)",Germany,Berlin,['Portuguese'],Over a Month Ago,Within a week
Federico,federico.van der dussen@icloud.com,32,Other,Remote Only,"(52.48186641087253, 13.595675841924216)",Germany,Berlin,['Turkish'],Today,Within a week
Zacharie,zacharie.norris@web.de,38,Other,Local Only,"(52.36974351047315, 13.30234507875766)",Germany,Berlin,"['Punjabi', 'Mandarin Chinese', 'Arabic', 'Turkish']",Today,Within a week
Eric,eric.ribes@1und1.de,46,Male,Local Only,"(52.44734025677838, 13.159611233586263)",Germany,Berlin,['Bengali'],Yesterday,Within 24 hours
Ruth,ruth.francis@zoho.com,40,Female,Local Only,"(52.48512615564009, 13.165232348406734)",Germany,Berlin,['Punjabi'],Over a Month Ago,Within a week
Laura,laura.jungfer@yahoo.com,19,Other,Local Only,"(52.392302641992835, 13.404820079825777)",Germany,Berlin,"['Turkish', 'Bengali']",Over a Month Ago,Within a month
Max,max.busquets@icloud.com,56,Other,Local Only,"(52.60636259897351, 13.688686546650828)",Germany,Berlin,"['Mandarin Chinese', 'Russian', 'Ukrainian']",Within a Week,Within a week
Angelika,angelika.lucas@protonmail.com,27,Male,Local or Remote,"(52.40454806972619, 13.746175167927476)",Germany,Berlin,"['Mandarin Chinese', 'Arabic', 'French', 'English']",Yesterday,Within a week
Emilio,emilio.akça@protonmail.com,54,Male,Local or Remote,"(52.557719418831304, 13.417520115198327)",Germany,Berlin,"['Portuguese', 'Japanese', 'Spanish']",Within a Month,Within a month
Flora,flora.carneiro@yahoo.com,24,Female,Local Only,"(52.5717457569418, 13.131013532384456)",Germany,Berlin,"['Romanian', 'Russian', 'Turkish', 'Ukrainian', 'Spanish']",Yesterday,Within a week
Erhardt,erhardt.kunc@hotmail.com,64,Male,Local Only,"(52.66956143688762, 13.736836735615492)",Germany,Berlin,"['Italian', 'Turkish', 'Mandarin Chinese', 'Punjabi', 'Russian']",Today,Within 24 hours
Jose Francisco,jose francisco.giacometti@outlook.com,42,Other,Remote Only,"(52.47816496275704, 13.635578610203487)",Germany,Berlin,"['Punjabi', 'Polish']",Over a Month Ago,Within a month
Amanda,amanda.lichoń@mail.com,42,Male,Remote Only,"(52.583111077413754, 13.09394318921628)",Germany,Berlin,['Italian'],Today,Within a month
Martin,martin.hançer@protonmail.com,32,Other,Local or Remote,"(52.58301867075878, 13.312252102716894)",Germany,Berlin,"['German', 'Punjabi', 'Japanese']",Today,Within a week
Özger,özger.lourenço@t-online.de,19,Other,Local Only,"(52.62198581942067, 13.417805558800186)",Germany,Berlin,"['Punjabi', 'Hindi', 'Polish', 'Arabic', 'Turkish']",Recently,Within a week
Neyran,neyran.gül@web.de,40,Female,Local Only,"(52.52377131850936, 13.508525957778666)",Germany,Berlin,"['German', 'Portuguese', 'French', 'Spanish']",Recently,Within a week
Bozena,bozena.knappe@yahoo.com,39,Male,Local or Remote,"(52.66527271156067, 13.250248404323386)",Germany,Berlin,"['Italian', 'German', 'Japanese', 'English', 'Hindi']",Within a Month,Within a week
İlmafer,i̇lmafer.taylor@yahoo.com,44,Other,Local Only,"(52.605897829668805, 13.160877377854211)",Germany,Berlin,"['Arabic', 'English']",Yesterday,Within a month
Gustavo,gustavo.schleich@freenet.de,37,Male,Local Only,"(52.65221103377302, 13.631746169571473)",Germany,Berlin,"['Mandarin Chinese', 'German', 'Hindi', 'English', 'Romanian']",Over a Month Ago,Within 24 hours
Uberto,uberto.eimer@icloud.com,23,Other,Remote Only,"(52.668578898034085, 13.338348864957418)",Germany,Berlin,['Romanian'],Today,Within a week
Jeannine,jeannine.costanzi@yahoo.com,59,Other,Remote Only,"(52.50348992492714, 13.694532719931788)",Germany,Berlin,['Ukrainian'],Within a Month,Within a month
Aria,aria.scotti@protonmail.com,28,Female,Local or Remote,"(52.61537312869233, 13.237261648739196)",Germany,Berlin,"['Hindi', 'French', 'Portuguese', 'Polish', 'Russian']",Within a Month,Within a week
Patrick,patrick.guerra@mail.com,45,Male,Local Only,"(52.348586096290454, 13.573870008838792)",Germany,Berlin,"['Portuguese', 'Mandarin Chinese', 'English', 'Turkish']",Recently,Within 24 hours
Veronique,veronique.guerra@unitybox.de,63,Female,Local Only,"(52.5675246673758, 13.143363740049475)",Germany,Berlin,"['Ukrainian', 'Spanish', 'French']",Recently,Within a month
Galasso,galasso.harper@arcor.de,36,Female,Local or Remote,"(52.54067665014807, 13.633630555272157)",Germany,Berlin,"['Spanish', 'English', 'Italian', 'German']",Over a Month Ago,Within a month
Michel,michel.opizzi@outlook.com,55,Male,Remote Only,"(52.45454973485617, 13.522467916725137)",Germany,Berlin,"['Romanian', 'Italian', 'Bengali', 'English', 'Japanese']",Within a Week,Within 24 hours
Frédéric,frédéric.ostafin@t-online.de,26,Other,Remote Only,"(52.52483281107749, 13.437730324561729)",Germany,Berlin,"['Japanese', 'Russian']",Recently,Within a month
Claude,claude.polaszek@icloud.com,47,Other,Local or Remote,"(52.67275761398829, 13.241389747222481)",Germany,Berlin,"['Russian', 'Bengali', 'Japanese', 'Ukrainian']",Over a Month Ago,Within a month
Rebihat,rebihat.campos@t-online.de,59,Male,Local Only,"(52.34547367936264, 13.480426767744053)",Germany,Berlin,['German'],Yesterday,Within 24 hours
Stanislaw,stanislaw.ribeiro@mail.com,47,Other,Local or Remote,"(52.66336018931349, 13.436473708750283)",Germany,Berlin,"['French', 'Punjabi', 'Turkish']",Recently,Within a month
Nazario,nazario.charrier@zoho.com,65,Other,Local or Remote,"(52.58480492628044, 13.751345091805966)",Germany,Berlin,"['Hindi', 'Punjabi', 'Portuguese', 'Polish']",Yesterday,Within a week
Yurttaş,yurttaş.aulenti@t-online.de,56,Female,Local or Remote,"(52.409866895133476, 13.431118624583053)",Germany,Berlin,"['German', 'English', 'French']",Today,Within a week
Tobiasz,tobiasz.bravo@icloud.com,54,Male,Local or Remote,"(52.514022446717355, 13.706713642886681)",Germany,Berlin,"['Punjabi', 'German', 'Ukrainian', 'Bengali']",Yesterday,Within 24 hours
Natalie,natalie.morgała@freenet.de,45,Female,Local or Remote,"(52.51030705307595, 13.191049258950564)",Germany,Berlin,"['Hindi', 'Ukrainian', 'Mandarin Chinese', 'Italian']",Today,Within 24 hours
Ida,ida.garmendia@hotmail.com,59,Female,Local Only,"(52.58623180842173, 13.35049785745388)",Germany,Berlin,"['French', 'Hindi', 'Romanian']",Yesterday,Within a month
Jędrzej,jędrzej.cutrufo@icloud.com,21,Female,Remote Only,"(52.51307045939155, 13.321346905720901)",Germany,Berlin,"['German', 'Italian', 'Bengali', 'Romanian', 'Russian']",Within a Month,Within a week
Beatriz,beatriz.luzi@zoho.com,58,Female,Local Only,"(52.53387513830876, 13.131652395213633)",Germany,Berlin,"['Romanian', 'Arabic', 'Russian']",Today,Within a month
Jacek,jacek.pires@t-online.de,19,Male,Remote Only,"(52.38098504283603, 13.178935888731262)",Germany,Berlin,"['Portuguese', 'Ukrainian', 'Italian']",Over a Month Ago,Within 24 hours
Pierre,pierre.neves@mail.com,30,Male,Local Only,"(52.500587800382576, 13.238786415590138)",Germany,Berlin,['Punjabi'],Within a Week,Within a month
Teo,teo.lemaître@arcor.de,48,Male,Remote Only,"(52.633906529218116, 13.687491760966573)",Germany,Berlin,"['Mandarin Chinese', 'Portuguese', 'Russian', 'Japanese']",Over a Month Ago,Within a month
Gaspar,gaspar.hançer@outlook.com,39,Female,Local Only,"(52.5742778926409, 13.36984864281164)",Germany,Berlin,"['Portuguese', 'English', 'French', 'Italian']",Yesterday,Within a week
Adam,adam.pieper@mail.com,41,Other,Local Only,"(52.43587616983657, 13.228331953828107)",Germany,Berlin,"['French', 'German', 'Hindi']",Within a Week,Within a month
Luana,luana.sobrero@gmail.com,35,Other,Local Only,"(52.38435247507807, 13.124861365392949)",Germany,Berlin,"['Romanian', 'Japanese']",Today,Within 24 hours
Klaus-Werner,klaus-werner.antelami@unitybox.de,18,Other,Remote Only,"(52.456008197349234, 13.653960828266309)",Germany,Berlin,"['Mandarin Chinese', 'Hindi']",Today,Within 24 hours
Hans-Detlef,hans-detlef.paris@arcor.de,56,Male,Local or Remote,"(52.5309340814801, 13.31501097350361)",Germany,Berlin,"['Portuguese', 'Bengali', 'Mandarin Chinese']",Today,Within 24 hours
Bianka,bianka.murillo@aol.com,38,Male,Local Only,"(52.488110964422034, 13.414335091312378)",Germany,Berlin,['Italian'],Recently,Within 24 hours
Olga,olga.porter@web.de,56,Male,Local Only,"(52.50374028610475, 13.1554085599781)",Germany,Berlin,['English'],Yesterday,Within 24 hours
Henryk,henryk.alves@hotmail.com,27,Male,Local or Remote,"(52.35799858389108, 13.593608130665041)",Germany,Berlin,"['Spanish', 'Bengali', 'Ukrainian']",Over a Month Ago,Within a week
Mahnaz,mahnaz.galeati@1und1.de,28,Female,Local Only,"(52.48134380381431, 13.343261960463499)",Germany,Berlin,"['Mandarin Chinese', 'English']",Yesterday,Within 24 hours
Dino,dino.trapp@protonmail.com,54,Male,Remote Only,"(52.64420150459954, 13.67047694202896)",Germany,Berlin,"['Russian', 'Arabic', 'Spanish', 'English', 'Turkish']",Over a Month Ago,Within a month
Prudencio,prudencio.alba@aol.com,59,Male,Local Only,"(52.48497147092541, 13.473205558289884)",Germany,Berlin,"['Russian', 'Bengali']",Over a Month Ago,Within a week
Feyha,feyha.sá@gmx.de,55,Female,Local Only,"(52.478708251787985, 13.635859362267208)",Germany,Berlin,"['Arabic', 'Hindi']",Within a Week,Within 24 hours
Luísa,luísa.huhn@outlook.com,56,Female,Local or Remote,"(52.407292857530976, 13.184954017170424)",Germany,Berlin,"['Polish', 'Hindi', 'Russian', 'Turkish']",Within a Week,Within 24 hours
Cristina,cristina.matos@mail.com,34,Other,Remote Only,"(52.629293370232396, 13.63828330316379)",Germany,Berlin,"['Arabic', 'Turkish', 'Bengali']",Today,Within 24 hours
Charlene,charlene.wziątek@outlook.com,59,Female,Remote Only,"(52.65189012322586, 13.592102721045675)",Germany,Berlin,"['English', 'Bengali', 'Turkish', 'German', 'Hindi']",Within a Month,Within a month
Berenice,berenice.çetin@t-online.de,24,Other,Local or Remote,"(52.363217037718634, 13.70676104848323)",Germany,Berlin,"['Portuguese', 'Ukrainian']",Within a Month,Within a month
Jaime,jaime.nicolás@aol.com,45,Male,Local Only,"(52.56566954559216, 13.605853778191436)",Germany,Berlin,"['Ukrainian', 'Italian', 'Hindi']",Over a Month Ago,Within a month
Olivier,olivier.cardoso@1und1.de,28,Male,Remote Only,"(52.3415558537091, 13.273322599222261)",Germany,Berlin,['German'],Recently,Within a week
Rozalia,rozalia.schubert@1und1.de,58,Male,Local Only,"(52.673060993833865, 13.463989979645245)",Germany,Berlin,"['Italian', 'French', 'Spanish', 'English']",Within a Week,Within a week
Paula,paula.williams@hotmail.com,60,Female,Local or Remote,"(52.468453377834436, 13.152172602650497)",Germany,Berlin,"['Italian', 'Hindi', 'Japanese', 'Russian', 'Mandarin Chinese']",Yesterday,Within 24 hours
Manfred,manfred.johnson@1und1.de,30,Male,Local or Remote,"(52.492773863155946, 13.23033300307397)",Germany,Berlin,"['Punjabi', 'Spanish']",Yesterday,Within a week
Carole,carole.nunes@t-online.de,54,Female,Remote Only,"(52.49162684355258, 13.275984041131984)",Germany,Berlin,"['Mandarin Chinese', 'Bengali', 'Romanian']",Today,Within 24 hours
Raffaello,raffaello.baker@1und1.de,36,Male,Remote Only,"(52.48238081919537, 13.285695235501352)",Germany,Berlin,"['German', 'Punjabi']",Recently,Within a week
Hipólito,hipólito.patberg@hotmail.com,25,Male,Local Only,"(52.56672008174439, 13.205045290966304)",Germany,Berlin,"['Spanish', 'Russian']",Today,Within 24 hours
Dean,dean.erdoğan@icloud.com,19,Other,Local Only,"(52.410896194754216, 13.71832528794711)",Germany,Berlin,['Russian'],Yesterday,Within a week
Jean,jean.cecot@icloud.com,59,Female,Remote Only,"(52.3409225693574, 13.367936197106571)",Germany,Berlin,"['German', 'Turkish', 'Bengali', 'French']",Over a Month Ago,Within a month
Max,max.arnaud@icloud.com,35,Other,Local or Remote,"(52.424254932471236, 13.373233559448156)",Germany,Berlin,"['Mandarin Chinese', 'German', 'Romanian', 'Bengali', 'Turkish']",Within a Month,Within a week
Hartwig,hartwig.karadeniz@web.de,21,Female,Local Only,"(52.3629051213589, 13.575551908791475)",Germany,Berlin,"['Turkish', 'Romanian', 'Mandarin Chinese', 'German']",Over a Month Ago,Within a month
María Luisa,maría luisa.stolze@zoho.com,58,Male,Remote Only,"(52.38886368021371, 13.090094378417167)",Germany,Berlin,"['Russian', 'Romanian', 'Italian', 'Ukrainian', 'Japanese']",Recently,Within 24 hours
Nilda,nilda.morandini@gmx.de,18,Other,Remote Only,"(52.61363801957125, 13.297777552993178)",Germany,Berlin,"['Hindi', 'German', 'Bengali']",Within a Week,Within a week
Hélène,hélène.yorulmaz@mail.com,34,Female,Local Only,"(52.62988066108621, 13.291474249022718)",Germany,Berlin,"['Punjabi', 'Mandarin Chinese', 'Russian', 'Portuguese', 'Spanish']",Within a Week,Within a month
Jay,jay.neuschäfer@arcor.de,23,Male,Remote Only,"(52.49118642654761, 13.093978262524272)",Germany,Berlin,"['Japanese', 'Polish', 'Turkish']",Today,Within a week
Luchino,luchino.cooke@yahoo.com,49,Other,Local Only,"(52.35464064289877, 13.688526089814474)",Germany,Berlin,"['Punjabi', 'French', 'Polish']",Recently,Within a week
Ercan,ercan.montoya@icloud.com,58,Female,Local Only,"(52.39492573098102, 13.738112962274476)",Germany,Berlin,"['Turkish', 'Spanish']",Within a Week,Within 24 hours
Sophie,sophie.viola@hotmail.com,33,Other,Local or Remote,"(52.45878484442919, 13.212790740977113)",Germany,Berlin,"['Polish', 'Mandarin Chinese', 'Italian']",Within a Month,Within a week
Bernadette,bernadette.hulbój@arcor.de,59,Other,Local Only,"(52.53744418886647, 13.47653413877043)",Germany,Berlin,"['Polish', 'Spanish', 'Portuguese', 'Bengali']",Within a Month,Within a week
Antoni,antoni.höfig@gmx.de,42,Male,Local or Remote,"(52.6234111887582, 13.25098601498207)",Germany,Berlin,"['Polish', 'German', 'Ukrainian']",Recently,Within a week
Çamok,çamok.löchel@unitybox.de,63,Female,Remote Only,"(52.39242389879845, 13.232793946196328)",Germany,Berlin,"['Turkish', 'Mandarin Chinese']",Within a Month,Within 24 hours
